sep=,
ID,Date-timestamp,Level-3-Fejl,Level-3-Fejl-type-A,Level-3-Fejl-type-B,Level-3-Tid,Level-4-Fejl,Level-4-Fejl-type-A,Level-4-Fejl-type-B,Level-4-Tid,Level-5-Fejl,Level-5-Fejl-type-A,Level-5-Fejl-type-B,Level-5-Tid,Level-6-Fejl,Level-6-Fejl-type-A,Level-6-Fejl-type-B,Level-6-Tid,Level-7-Fejl,Level-7-Fejl-type-A,Level-7-Fejl-type-B,Level-7-Tid,Level-8-Fejl,Level-8-Fejl-type-A,Level-8-Fejl-type-B,Level-8-Tid,Level-9-Fejl,Level-9-Fejl-type-A,Level-9-Fejl-type-B,Level-9-Tid,Level-10-Fejl,Level-10-Fejl-type-A,Level-10-Fejl-type-B,Level-10-Tid

321,03-12-2025 10:44:32,1,0,1,00:07:35,0,0,0,00:09:10,1,0,1,00:16:51,2,0,2,00:14:34,0,0,0,00:13:78,9,7,2,00:32:65,3,2,1,00:25:35,8,7,1,00:36:20,

