Raw Accuracy NoGo answers -1;Raw Accuracy Go answers -1;Raw Accuracy All answers -1;Percent Accuracy NoGo answers -1;Percent Accuracy Go answers -1;Percent Accuracy All answers -1;Mean reaction time correct NoGo answers -1;Mean reaction time incorrect NoGo answers -1;Mean reaction time correct Go answers -1;Mean reaction time incorrect Go answers -1;Mean reaction time all answers -1;median reaction time correct NoGo answers -1;median reaction time incorrect NoGo answers -1;median reaction time correct Go answers -1;median reaction time incorrect Go answers -1;median reaction time all answers -1;Individual reaction time for all Correct NoGo -1;Individual reaction time for all Incorrect NoGo -1;Individual reaction time for all Correct Go -1;Individual reaction time for all Incorrect NGo -1
;;;0;0;0;0;0;0,3664576;0;0;0;0;0,3414693;0;0;;;0,2831601,0,2831765,0,2831935,0,2998181,0,3331327,0,349806,0,39976,0,4164388,0,4830669,0,5330236;

