Raw Accuracy NoGo answers 0;Raw Accuracy Go answers 0;Raw Accuracy All answers 0;Percent Accuracy NoGo answers 0;Percent Accuracy Go answers 0;Percent Accuracy All answers 0;Mean reaction time correct NoGo answers 0;Mean reaction time incorrect NoGo answers 0;Mean reaction time correct Go answers 0;Mean reaction time incorrect Go answers 0;Mean reaction time all answers 0;median reaction time correct NoGo answers 0;median reaction time incorrect NoGo answers 0;median reaction time correct Go answers 0;median reaction time incorrect Go answers 0;median reaction time all answers 0;Individual reaction time for all Correct NoGo 0;Individual reaction time for all Incorrect NoGo 0;Individual reaction time for all Correct Go 0;Individual reaction time for all Incorrect NGo 0
Correct NoGo : 2 / Incorrect NoGo : 0;Correct Go : 16 / Incorrect Go : 2;Correct : 18 / Incorrect : 2;100;88,88889;90;1,532493;NaN;NaN;1,173812;NaN;1,532493;0;0;1,173812;1,353153;1,482522,1,582464;;;1,081655,1,265969

