Raw Accuracy Yes answers 1;Raw Accuracy No answers 1;Raw Accuracy All answers 1;Percent Accuracy Yes answers 1;Percent Accuracy No answers 1;Percent Accuracy All answers 1;Mean reaction time correct yes answers 1;Mean reaction time incorrect yes answers 1;Mean reaction time correct no answers 1;Mean reaction time incorrect no answers 1;Mean reaction time all answers 1;;;
Correct Yes : 0 / Incorrect Yes : 6;Correct No : 11 / Incorrect No : 3;Correct : 11 / Incorrect : 9;0;78,57143;55;0;0,2720677;0,2740642;0,2776259;0,2739995

