Raw Accuracy Yes answers 2;Raw Accuracy No answers 2;Raw Accuracy All answers 2;Percent Accuracy Yes answers 2;Percent Accuracy No answers 2;Percent Accuracy All answers 2;Mean reaction time correct yes answers 2;Mean reaction time incorrect yes answers 2;Mean reaction time correct no answers 2;Mean reaction time incorrect no answers 2;Mean reaction time all answers 2;;;
Correct Yes : 0 / Incorrect Yes : 12;Correct No : 25 / Incorrect No : 3;Correct : 25 / Incorrect : 15;0;89,28571;62,5;0;0,3234317;0,3591266;0,2776259;0,3423056

